CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_COUNTRY_NAME,PASSENGER
Horizon Air,SJC,"San Jose, CA",United States,SAN,"San Diego, CA",United States,True
Delux Public Charter LLC,SJC,"San Jose, CA",United States,LAS,"Las Vegas, NV",United States,True
Horizon Air,SJC,"San Jose, CA",United States,PDX,"Portland, OR",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,PDX,"Portland, OR",United States,True
"ADVANCED AIR, LLC",SJC,"San Jose, CA",United States,SBA,"Santa Barbara, CA",United States,True
Compass Airlines,SJC,"San Jose, CA",United States,SMF,"Sacramento, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SEA,"Seattle, WA",United States,True
Comlux Aruba NV,SJC,"San Jose, CA",United States,STN,"London, United Kingdom",United Kingdom,True
Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,SJC,"San Jose, CA",United States,YKA,"Kamloops, Canada",Canada,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,SFO,"San Francisco, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,HPN,"White Plains, NY",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,PIT,"Pittsburgh, PA",United States,True
Mesa Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,ABQ,"Albuquerque, NM",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,SBA,"Santa Barbara, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,SBA,"Santa Barbara, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,ONT,"Ontario, CA",United States,True
Atlas Air Inc.,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),SJC,"San Jose, CA",United States,ZCL,"Zacatecas, Mexico",Mexico,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,FAT,"Fresno, CA",United States,True
Southwest Airlines Co.,SJC,"San Jose, CA",United States,BUR,"Burbank, CA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,MSP,"Minneapolis, MN",United States,True
Air Canada,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,ONT,"Ontario, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
Air Canada,SJC,"San Jose, CA",United States,YVR,"Vancouver, Canada",Canada,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SFO,"San Francisco, CA",United States,True
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,"San Jose, CA",United States,DEN,"Denver, CO",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,YEG,"Edmonton, Canada",Canada,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LGB,"Long Beach, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,DEN,"Denver, CO",United States,True
Air Canada,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,"San Jose, CA",United States,LAS,"Las Vegas, NV",United States,True
Miami Air International,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,SNA,"Santa Ana, CA",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,CPS,"St. Louis, MO",United States,True
Southwest Airlines Co.,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LGB,"Long Beach, CA",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,STL,"St. Louis, MO",United States,True
Air Canada,SJC,"San Jose, CA",United States,YEG,"Edmonton, Canada",Canada,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,SLC,"Salt Lake City, UT",United States,True
Southwest Airlines Co.,SJC,"San Jose, CA",United States,RNO,"Reno, NV",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SFO,"San Francisco, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LGB,"Long Beach, CA",United States,True
Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),SJC,"San Jose, CA",United States,ZCL,"Zacatecas, Mexico",Mexico,True
Miami Air International,SJC,"San Jose, CA",United States,PIT,"Pittsburgh, PA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,SAN,"San Diego, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,MDW,"Chicago, IL",United States,True
Southwest Airlines Co.,SJC,"San Jose, CA",United States,RNO,"Reno, NV",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,IAD,"Washington, DC",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LAS,"Las Vegas, NV",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,ABQ,"Albuquerque, NM",United States,True
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,"San Jose, CA",United States,CMH,"Columbus, OH",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,MSP,"Minneapolis, MN",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SMF,"Sacramento, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LAS,"Las Vegas, NV",United States,True
Air Canada,SJC,"San Jose, CA",United States,DEN,"Denver, CO",United States,True
Allegiant Air,SJC,"San Jose, CA",United States,TUS,"Tucson, AZ",United States,True
Miami Air International,SJC,"San Jose, CA",United States,PIT,"Pittsburgh, PA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,PDX,"Portland, OR",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MCI,"Kansas City, MO",United States,True
GoJet Airlines LLC d/b/a United Express,SJC,"San Jose, CA",United States,SLC,"Salt Lake City, UT",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MSP,"Minneapolis, MN",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,COS,"Colorado Springs, CO",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SMF,"Sacramento, CA",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SAT,"San Antonio, TX",United States,True
Jazz Aviation LP,SJC,"San Jose, CA",United States,YVR,"Vancouver, Canada",Canada,True
Compass Airlines,SJC,"San Jose, CA",United States,ONT,"Ontario, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SFO,"San Francisco, CA",United States,True
Alaska Airlines Inc.,SJC,"San Jose, CA",United States,SEA,"Seattle, WA",United States,True
Sun Country Airlines d/b/a MN Airlines,SJC,"San Jose, CA",United States,LEX,"Lexington, KY",United States,True
Delta Air Lines Inc.,SJC,"San Jose, CA",United States,LAX,"Los Angeles, CA",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,SFO,"San Francisco, CA",United States,True
"KaiserAir, Inc.",SJC,"San Jose, CA",United States,LGB,"Long Beach, CA",United States,True
Horizon Air,SJC,"San Jose, CA",United States,STS,"Santa Rosa, CA",United States,True
"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",SJC,"San Jose, CA",United States,DAL,"Dallas, TX",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,ABQ,"Albuquerque, NM",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,LAS,"Las Vegas, NV",United States,True
SkyWest Airlines Inc.,SJC,"San Jose, CA",United States,MRY,"Monterey, CA",United States,True
